// NPC名稱(複製到 GameResource.txt)

[name]
item = 50000,現在天下大亂，當兵打仗是最有發展的啦！
item = 51453,馬某軍務繁重，若無要事，切勿打擾。
item = 51454,是阿福的娘托壯士前來探問的嗎？其實˙˙阿福早已在半年前陣亡，臨終前還囑咐我等莫通報死訊，為的就是不要讓他娘傷心；看來這事是瞞不下去了，請壯士稍後再來，待馬某備妥阿福遺骨，交付壯士護送回鄉。
item = 51455,是阿福的娘托姑娘前來探問的嗎？其實˙˙阿福早已在半年前陣亡，臨終前還囑咐我等莫通報死訊，為的就是不要讓他娘傷心；看來這事是瞞不下去了，請姑娘稍後再來，待馬某備妥阿福遺骨，交付姑娘護送回鄉。
item = 51456,阿福的遺骨就交給壯士了，請壯士護送其歸鄉，並代馬某向家屬致哀。
item = 51457,阿福的遺骨就交給姑娘了，請姑娘護送其歸鄉，並代馬某向家屬致哀。
item = 51458,汝行李繁雜，恐難攜帶阿福遺骨，請你整理整理再來。
item = 51459,馬某知曉通報噩耗的難處，但還是請你早日將阿福的遺骨護送回鄉，讓死者早日入土為安
item = 51460,王家的阿福死的好慘，她媽真可憐。
item = 51461,古書上有說，在極東之地，有金烏。一定很好吃。
item = 51462,《任務40》
item = 51463,書信收送是王佑的工作，如果有需要，不妨來找我。
item = 51464,英雄能解決長阪坡一地的叛賊，使百姓安居實在了得。
item = 51465,您是為長沙姚大人詢問書信下落的，是吧……
item = 51466,這書信被我遺落在@B烏林@A了，對姚大人真是抱歉。##煩請您為王某尋回書信，王某誠以謝之。
item = 51467,這書信被我遺落在@B烏林@A了，極可能為有心人所拾。請英雄往烏林尋去，尋回書信，王某必當重籌。
item = 51468,你已經尋回書信了，這真是令人歡欣，這小小錢兩，未能表達王某的謝意。書信還請英雄送至姚大人手中。
item = 51469,書信還請送至姚大人手中，
item = 51470,這朝中來的書信遲遲未至，難不成遇上了什麼問題嗎？
item = 51471,書信之事，本官向來交由王佑處理，不知怎地，近日不見其?影。這位兄弟可願為本官一尋。
item = 51472,十分樂意
item = 51473,力有未逮
item = 51474,書信之事，本官向來交由王佑處理，不知怎地，近日不見其?影。這位妹妹可願為本官一尋。
item = 51475,十分樂意
item = 51476,力有未逮
item = 51477,甚好，本官靜候佳音。
item = 51478,小兒之力怎成氣候，此事牽連甚廣，且關機要，怎能交給你去處理。你作何居心，本官聽疑。##(@C承接任務已達上限@A)
item = 51479,無妨，不過走馬之事，亦不願施力，怎能成我大漢之業。#無妨。
item = 51480,爾等小兒，旁聞我語，有何居心？##(@C承接任務等級 30 @A)
item = 51481,既已應了本官的要求，怎不速為本官尋找@B信差王佑@A的下落？
item = 51482,尋找信差王佑之事未果，你可是在欺瞞本官？
item = 51483,你手中的書信是什麼東西？#你已經找到王佑了？#本官等著哪朝中來的要文已經很久了，心中的焦慮你可知道？
item = 51484,自從黃巾亂起，變民四出，毒害百姓。本官等這討賊詔文，早已等得心急如焚，你能為本官找回此書，誠當感謝。
item = 51485,這討賊之事在急，尋人不如撞人，本官在此求助於你，請您尋得三五個志同道合之士，組成討賊隊，向本官報之。
item = 51486,書信遺失了！##本官也不能怪你，我回頭再跟王佑算帳。
item = 51487,這樣甚好！這叛賊區裡的同路人@B蕭刃@A，經常出沒於@B赤壁@Aㄧ帶。請各位剿滅叛黨之後，帶回@B區裡佩刀@A回來作為證明。本官僅祝各位武運昌隆，靜候佳音。
item = 51488,這叛黨人多勢眾，英雄孤身前往，恐怕有些不妥。如真有心為民除害，請志同道合之士ㄧ同前往，方為萬全之計。##(@C組成三人以上隊伍，並且為隊長@A)
item = 51489,英雄果然了得，能夠取回區裡佩刀，更是花了不少心思吧。本官先將這佩刀安放妥當，再行論賞。
item = 51490,區裡刁鑽難纏，手下眾多，一直是本官心中大患。雖不期各位得滅之，但削弱其黨羽@B蕭刃@A，爾等應當成矣。取回區裡號令用的佩刀，本官自有賞賜。##(@B打倒出現在@B赤壁@A的@B蕭刃@A取回@B區裡佩刀@A)
item = 51491,你確定要領取獎賞了嗎？
item = 51492,是的已經確定了
item = 51493,否
item = 51494,閣下似乎無法收取下官的謝禮，還請先稍事整頓後，再向下官領賞。
item = 51495,朝綱不振，亂象紛呈。還好這世上還有像閣下ㄧ樣的英雄俠士存在，也讓下官對這亂世，還能抱有ㄧ些希望。
item = 51496,這蓋了官印的封文，一定很有價值，想必失落在此的人，會用重金跟我交換。這樣我就能弄到@B玉葉金釵@A了！
item = 51497,老子跟你不熟，?當自己有點力氣就了不起。
item = 51498,老子，我，撿到的這封信，可是官差掉的，值不少錢呢！
item = 51499,什麼！你要我撿到的這封信？##哪你可要拿出相當的代價，我這書信可不是什麼沒價貨。##我要的不多，只要一個玉葉金釵。
item = 51500,交出@B玉葉金釵@A
item = 51501,不要了
item = 51502,只要你有玉葉金釵，隨時可以給你。
item = 51503,你騙人。
item = 51504,老子現在不高興給你了，改天再來吧。
item = 51505,怎麼了？你拿了書信，自然是你自個兒想法子變成錢兩，找我做什麼。
item = 51506,遺落在這兒的書信？##哪是什麼貴重的東西嗎？
item = 51507,《爆擊熟練》《曹真、張苞、孫恩》
item = 51508,我是負責指導你們這些菜鳥學會@B爆擊熟練@A的教頭。你準備好要進入學習爆擊熟練的試煉了嗎？
item = 51509,是
item = 51510,否
item = 51511,這項技能：@B爆擊熟練@A是使用兵器最基本的技能，不論你的職業是什麼，都應具備最基本的技能。如果你需要時我都在這裡等著你。
item = 51512,爆擊熟練能夠使你在使用武器時，發揮出百分之一百二十的效果。
item = 51513,想要成功的學習這項技巧，最重要的，便是冷靜的使用兵器。你不妨先收集能安定心神的@B牛角@A。
item = 51514,你的能力尚未到達可以學習這項技能的水準。##(@C承接任務等級限制 5@A)
item = 51515,(@C承接任務已達上限@A)
item = 51516,你，已經收集到能夠安定心神的@B牛角@A了嗎？
item = 51517,是的
item = 51518,不
item = 51519,太好了，你再收集@B二十個骰子@A，為下一個階段作準備。
item = 51520,這樣啊，哪你再努力一點吧。只要收集@B一個牛角@A就可以了。
item = 51521,你收集完二十個骰子了嗎？
item = 51522,是的
item = 51523,不
item = 51524,大好了，只要能夠回答我的問答，就可以學會這項技能了。
item = 51525,好好準備一下，等一會再來找我吧。
item = 51526,要進入下一個階段，必需要收集@B二十個骰子@A。
item = 51527,你已經準備好了嗎？只要你回答我這些問題，就能學會爆擊熟練。##你準備好了嗎？
item = 51528,是
item = 51529,否
item = 51530,沒關係，我只道你只是緊張。整理一下心情，晚點再來找我吧。
item = 51531,你如果已經準備好了，我們就開始了。##第一個問題：爆擊會發生在下列何種情況？
item = 51532,進行一般攻擊
item = 51533,使用必殺技
item = 51534,使用武將技
item = 51535,以上皆是
item = 51536,正確，進行一般攻擊，都有可能發生爆擊。
item = 51537,第二個問題：#提高爆擊的主要效果是？
item = 51538,提高防禦力
item = 51539,提高法術效果
item = 51540,提高傷害力
item = 51541,以上皆是
item = 51542,正確，爆擊最重要的效果，就是提高傷害力。
item = 51543,第三個問題：#除了爆擊熟練之外，還有什麼可以增加產生爆擊的機率？
item = 51544,武器加成
item = 51545,更高等的爆擊技能
item = 51546,以上皆是
item = 51547,沒有其他辦法
item = 51548,太好了，你全部都正確的答對了。#這爆擊熟練的技能，務必善加修息，終將使你的戰力向上提升。
item = 51549,舉凡使用武器，就一定會與爆擊有關，既然你已經學會這項技能，就該好好的善用他。
item = 51550,你已經學會@B必殺技@C點穴@A了。
item = 51551,常言道，一寸短一寸險，咱們這天南一方，最為擅長的，便是短兵。短兵所長之處，莫過擊、打、格、檔的近身交戰。
item = 51552,可惜你的能力還不夠，尚不能學習使用短兵器的特別技巧。多加操練之後再來找我吧。##(@C學習等級限制 15@A)
item = 51553,談到使用短兵的特別技能，最為粗淺的，要算是@B必殺技：@C點穴@A。#若能夠善用這般技巧，不僅能對敵人造成傷害，更可以讓敵人在一時之間，動彈不得。
item = 51554,可惜，你雖有一身強勁身軀，卻忘了最為重要的一件事：學習騎乘馬匹的技能。#千萬不要忘了，@B必需要騎乘馬匹，才能使用必殺技@A。##(@C前置技能：特殊技：馬術@A)
item = 51555,說了這麼多，你有意向關某學習這項@B必殺技：@C點穴@A嗎？
item = 51556,是
item = 51557,否
item = 51558,學習點穴這項技能，必需要準備合適的兵器。眼下而言，@B青銅劍@A是最好的選擇。你就先去準備一把青銅劍吧。
item = 51559,你既然已經準備好青銅劍了，怎麼不將他裝配在身上呢？若不@B將青銅劍裝備在身上@A，怎能開始學習點穴。
item = 51560,你還沒有準備好@B青銅劍@A，關某怎有辦法教會你點穴這般難習之技？
item = 51561,看來你已經準備好了。#接下來，要收集的東西是粗麻。
item = 51562,你已經準備好粗麻了嗎？
item = 51563,是
item = 51564,否
item = 51565,等你準備好@B三十個粗麻@A後，我們再開始進行點穴這件事情的學習吧。
item = 51566,你已經完成粗麻的收集了……#哪，我來向你解說這項必殺技：點穴的重點所在吧。
item = 51567,說起點穴，是一門獨到的技藝。原來僅作為調骨、調養等的作為。但是應用在戰場殺敵，則全然是不同的一件事。
item = 51568,關某在這裡傳給你基本的心法，日後還要自己多修習。
item = 51569,未完成任務036, 是否要再次承接？
item = 51570,是
item = 51571,否
item = 51572,只要你願意，關某隨時都願意傾囊相授。
item = 51573,(@C承接任務已達上限@A)
item = 51574,老夫已經連刺之技，授之與汝。行馳沙場之際，應當多加修息，以使熟練，方能有其良效。
item = 51575,常言道：『一寸長一寸強』。#長兵器最大的優勢就是能夠快一步擊中敵手，並且延長自己的攻擊範圍。能夠善用這種兵器，可以說離天下無敵不遠了。
item = 51576,可惜你的能力還不夠，尚不能學習使用兵器的特別技巧。多加操練之後再來找我吧。##(@C學習等級限制 15@A)
item = 51577,要能夠善用長兵器，其實不是一件容易的事。但，嚴格來說也不難。#@B必殺技：@C連刺@A，便是為了更加善用長兵的優勢所創造出來的技能。
item = 51578,可惜，你雖有一身強勁身軀，卻忘了最為重要的一件事：學習騎乘馬匹的技能。#千萬不要忘了，@B必需要騎乘馬匹，才能使用必殺技@A。##(@C前置技能：特殊技：馬術@A)
item = 51579,說到這裡，你有心跟我學習@B連刺@A這項長兵專用的技藝嗎？
item = 51580,是
item = 51581,否
item = 51582,學習連刺這項技能，必需要準備合適的兵器。眼下而言，@B紅櫻槍@A是最好的選擇。你就先去準備一柄吧。
item = 51583,你既然已經準備好紅櫻槍了，怎麼不將他裝配在身上呢？若不@B將紅櫻槍裝備在身上@A，怎能開始學習@B連刺@A。
item = 51584,你還沒有準備好@B紅櫻槍@A，老夫如何將@B連刺@A教授與你？
item = 51585,看來，你已經準備好要學習@B連刺@A了。#接下來，為了練習最基本的能力，你先去收集豪豬的@B獸皮三十張@A吧。
item = 51586,你已經收集好@B三十張獸皮@A了嗎？
item = 51587,是
item = 51588,否
item = 51589,等你準備好@B三十張獸皮@A後，才能算是真正的練習完成。等你收集好再過來吧。
item = 51590,你已經完成打倒豪豬的訓練，成功的收集到30張的獸皮了。#依照先前的約定，我這就教你@B必殺技：@C連刺@A的要點所在。
item = 51591,連刺這項技能，最為重要的要項在於快速的施展連續的刺擊。只要是長兵類型的武器都能使用這項技能。#但是，快速的施展攻擊，將會使得攻擊的能力下降，實不得不注意。
item = 51592,老夫已經連刺之技，授之與汝。行馳沙場之際，應當多加修息，以使熟練，方能有其良效。
item = 51593,未完成任務連刺學習, 是否要再次承接？
item = 51594,是
item = 51595,否
item = 51596,只要你願意，關某隨時都願意傾囊相授。
item = 51597,(@C承接任務已達上限@A)
item = 51598,曹某授爾@B碎岩@A之技，無非為了能夠讓天下人認同：一擊必殺。爾，為自為之啊…
item = 51599,所謂貴精不貴多，曹某最為擅長的，便是重視一擊必殺的"重兵器"。要作到一夫當關，萬夫莫敵，此般善用重兵器的技巧，可是絕不能沒有的。
